text,label
très nombreux porte porte effectués déjà entendu ne vote pas vote vote jamais grand jamais ne entendu quelque dire vote ne citer,neu
machines voter achetés après avoir critiqué lorsque opposition trouve maintenant maire performantes alors elles deviennent vétustes ne rien comprendre,neu
plus appels nécessaires faire battre parvenait qualifier gauche devra parler seule voix appeler manifestations massives plus encore reste plus efficace cette heure empêcher être second tour,neu
document hyper instructif nature liens unissant pantouflages conflits intérêt pagaille tout dont question ici,neu
stressé dimanche comme moi présentait élections,neu
bonsoir tous vais endormir pensant français peuple intelligent sensé respectueux patrie vont voter massivement notre super président 🥰 😘,pos
plein raisons voter,neu
larmes mère vient faire doigt honneur tv,neg
vas voter dimanche,neu
mélanche vote dimanchon,pos
fasciste,neg
notre no intellectual dark web version québec posca postes vacants bien plus sommaire no,neu
pas individu comme voit partout,neu
colere antilles guyane plus accès chaînes info sauf news bug paraît contact téléphonique orange ah parce votez demain samedi ne pas influencer vote pareil nd tour secours,neu
qualifier éliminer changerait termes débat semaines ➖ extrême droite 📺 ➖ racisme homophobie islamophobie antisémitisme fr,neu
twitch regardez multi réseaux sociaux quelques heures fin campagne,neu
réalise quasi pas parlé élections ici pense avoir assez gauchisé ici positions claires,neu
ye dijon purée envie aller choper trott,neg
devriez suivre interview e masterclass mesures détaillées tous sujets abordés maitrise nombreux sujets techniques,neu
benoit hamon toujours queue kebab ça continue ne pas temps lancer appel voter,neu
peut voter dehors département sans avoir déménagé,neu
lieu avril juin ne laissons pas passer chance exercer notre droit rdv dès dimanche exprimer nos convictions participer construire monde peu meilleur 👉,neu
attise violence incapable contrôler fait partie politiques propagée car violence là société depuis longtemps sevran actuellement personne parle embrasement etc,neu
portraits douze candidat e retrouver lab,neu
h h entendra plus pecresse dimanche h elle disparaîtra vie politique démissionnant mandat après claque électorale 😁,neu
union droites va faire gagner rassemblons faire front ne faites pas duper officiel depuis ans elle trahit second tour … seul vote compte surtout vive france 🇫 🇷,pos
grosse cours commentaires contre fait descendre beauté 💥 💪 air tendu seulement likes jours vote candidat ferait faites rire,neu
allez voter car extrêmes iront voter,neg
entre manque garanties transparence vote risques manipulation résultats france ne pas encore prête vote électronique,neu
non vote ne pas vote protestataire vote raciste tas façons être exprimer vote protestataire personne ne obligé choisir vote là,neg
français merci voter moins retrouvez pas sans gouvernement coalition merde après votes bise,pos
dimanche faut aller voter gens droit vote privilège dépité liste clowns candidats er tour vote blanc fait ça droit compté comme vote vaut mieux voter blanc ne pas voter tout,neu
alors français sorti vaseline dimanche vidéo monsieur phi comment améliorer notre système vote pas france,neu
cette supra classe mondialiste ne vit périodiquement france vote grande assiduité car prêche église luciferienne cadre nécessaire votiez afin candidat puisse être demoncratiquement élu,neu
thread contre insoumis gngn pas très gentils 😠 😠 😠 donnez pas envie voter 😠 😠 😠 moi pense vote fait candidat pas cause fanbase pas programme problème,neg
très surprenant fait presque jeu seul candidat absent plateau depuis début interview informez manière neutre,neu
plus vote écologie fort plus écologie prochain mandat vote harmonie entre êtres humains nature planète vote écologie vote,neu
pourri rodriguez adoré médias faut rappeler course hôpital interviewer gros con traîne encore manifestations con provoquer police fait appeler tonton amis gilets jaunes pitoyable,neg
tout gens disent vont voter espère va passer nd tour,neu
gens font fervents démocratie alors morte depuis instauration quinquennat allant voter jadoy pref,pos
plus jamais ça dimanche vote vote vote ça,pos
cette élection ne pas gagnée avance elle offre opportunité formidable dégager premier tour second 😉 votant premier tour,neu
groupe mamans nana demande va voter réponses ça terrifie vraiment … 😩,neg
position élection abstention devant situation internationale ne pas question pro président république soutien peuple ukrainien dimanche vote,neu
vote procuration quelle marche suivre jour vote 👉,neu
quand ne pourras pas voter eme tour car déjà obtenu majorité absolue er,neu
proposes tout monde dire votons plutôt votez ça fait donneur leçon gens repondront fais veux qd bien normal donc peace,pos
ne oubliez pas voter va changer france 👊🏼,pos
ne pas étonnant nos adversaires essaient utiliser polémique leurs fins beaucoup entre moins choqués lorsque christophe lagarde dit fallait mettre balle tête,neu
gars côté moi vient lire toute campagne mis côté autres,neu
aime trop likes,pos
parce liberté égalité fraternité laïcité garantes notre pacte républicain dimanche vote e elections avenir,pos
bonne journée surtout ne oubliez pas votez,pos
utopique raciste faux sosie thimothe chalamet attendez catastrophe programmes utopique vont détruire france,neg
dimanche lieu premier tour élections ne laissez pas suffrages exprimer sans pas besoin carte électeur carte identité suffit beaucoup ne savent pas,neu
ok va faire choses simples avant va faire trucs simples votons tous basic,pos
chloé frammery invite morad el hattab comment compte tricher élections,neg
avril er tour élection vote droit exercer devoir cas absence pensez faire procuration,neu
veille premier tour collègue rembobine brio campagne insaisissable marquée recomposition paysage politique contexte international inédit lire avant aller voter,neu
horrible comment traite candidat ne pas aussi hargneux envers 🤕,neg
️⃣ raisons voter ❗ ️⃣pour parcours ️⃣pour réconcilier elle ️⃣pour répondre véritables préoccupations français ️⃣pour relever défi siècle ️⃣pour voter conviction,pos
contre tout,neg
vais voter procuration dimanche election importante vote restera secret,pos
gens votent aimez grèves,neu
donc train dire vrais chances genre quasiment élu présidente france sah honte elle merde,neu
imaginez absent second tour crois fortement,neu
enculé,neg
wsh alter fille,neu
bateau coule presque cadavres fond cale,neu
viens faire drive cora donné concombre jamais commandé quel message élections approche che ne compwrend pas,neg
commentaires bons sondages st désolants politiquement parlant pas mot politique nationale amp internationale ctre retrouve elle va débarrasser cet arrogant elle sympa vote utile elle elle ne rien extrême 🙄,neu
quoi dise seule pouvoir amp contre officiel off années changé plus amp pense toujours faut revoir nos plus 👍🏻,pos
interet voter ya pas flemme,neu
salle yavait mecs disent allés meetings enfin jsp bref fils pute,neg
pas accord tout voulu voter frexit asselineau pense ne peut pas permettre abstenir car abstention ne tiennent pas compte tout votez,neu
crois vie voté genre fois petites élections locales contrer minimun extrême droite pas forcément meilleure personnes contre toute droite coup,neu
dimanche avril vote g attal b maire e dupond moretti o veran surtout boss libéral amp humaniste ni droite ni gauche séduite sais bon 🇨 🇵 amp 🇪 🇺 besoin lui,pos
petit message merci 🤮 avoir dévoilé personnalité dès non campagne idem ensuite 👎 jusque dernier jour campagne 🤮 🍸 patriotes convictions sincères notre pays seul vote efficace sauver pays,neg
voter ne revient pas adhérer pleinement homme programme entièreté tout partisan émancipation égalité réelle œuvrer stratège avisé nul enjeu moral identité politique narcissique vain,neu
ouais sang,pos
traite premier ministre polonais origines juives revendiquées antisémite extrême droite màj ambassadeur france convoqué autorités polonaises,neu
entend beaucoup chiffres conditionnent sens notre vote bout compte fie instinct idées fait vrai choix mien candidate propositions concrètes améliorerait notre quotidien,neu
ceux vont voter méprise 🧚🏻‍♀ ️ 🧚🏻‍♀ ️,neg
pote envoie vidéos tuer,neg
après avoir perdu combat cœur fond macronie accroche sondages pseudo front républicain ne existe belles propales k mac dimanche vote comme dégager startup nation,neu
grand mère plus ans va aller voter alors hein franchement,pos
ne oubliez pas voter dimanche plus important renseignez programme tout candidats votez âme conscience ne suivez pas avis influenceur préféré,neu
oubliez pas voter dimanche important votez moi interdit vote,neu
comment peut voter autre chose vert gauche dormir paisiblement,neu
vote accord dire smic euros indécent smic euros vivre décemment,neu
😱 week end premier tour ne savez pas voter moi non plus sais irai voter 😎 voici petite chanson lutter conter abstinence électorale comme dirait patoche serviettes faites tourner,neu
coup allez voter demain petits frenchies,neu
ampoules mains force tracter bon ne voudrais pas ne ne avoir rien fait contre duel,neu
patriote censuré après avoir répondu humour tweet insultant participants rassemblement trocadéro nazi 👏🏻 👏🏻 👏🏻,pos
